TIME  IN1  IN2  OUT1
-57.617  -1.47522  -1.501465  -0.5
-58.594  -1.47522  -1.35437  -0.5
-59.57  -1.47522  -1.207886  -0.5
-60.547  -1.47522  -1.060791  -0.5
-61.523  -1.47522  -0.913696  -0.5
-62.5  -1.47522  -0.767212  -0.5
-63.477  -1.474609  -0.629883  -0.5
-64.453  -1.474609  -0.483398  -0.5
-65.43  -1.474609  -0.336304  -0.5
-66.406  -1.474609  -0.189819  -0.5
-67.383  -1.474609  -0.042725  -0.5
-68.359  -1.474609  0.10437  -0.5
-69.336  -1.474609  0.250854  -0.5
-70.313  -1.474609  0.397949  -0.5
-71.289  -1.474609  0.544434  -0.5
-72.266  -1.474609  0.691528  -0.5
-73.242  -1.474609  0.828247  -0.5
-74.219  -1.474609  0.974731  -0.5
-75.195  -1.474609  1.121216  -0.5
-76.172  -1.47522  1.268311  -0.5
-77.148  -1.474609  1.414795  -0.5
-78.125  -1.474609  1.56189  -0.5
-79.102  -1.474609  1.708374  -0.5
-80.078  -1.474609  1.854858  -0.5
-81.055  -1.474609  2.001953  -0.5
-82.031  -1.474609  2.148438  -0.5
-83.008  -1.474609  2.285767  -0.5
-83.984  -1.474609  2.432251  -0.5
-84.961  -1.473999  2.579346  -0.5
-85.938  -1.474609  2.72583  -0.5
-86.914  -1.474609  2.872925  -0.5
-87.891  -1.473999  3.02002  -0.5
-88.867  -1.473999  3.166504  -0.5
-89.844  -1.474609  3.312988  -0.5
-90.82  -1.474609  3.460693  -0.5
-91.797  -1.47522  3.607178  -0.5
-92.773  -1.47522  3.754272  -0.5
-93.75  -1.474609  3.890991  -0.5
-94.727  -1.474609  4.038086  -0.5
-95.703  -1.474609  4.185181  -0.5
-96.68  -1.47522  4.324951  -0.5
-97.656  -1.47522  4.327393  -0.5
-98.633  -1.47522  4.331055  -0.5
-99.609  -1.47522  4.335327  -0.5
-100.586  1.45874  4.567261  0.5
-101.563  1.45813  4.466553  0.5
-102.539  1.45813  4.326172  0.5
-103.516  1.45813  4.189453  0.5
-104.492  1.45813  4.043579  0.5
-105.469  1.45813  3.897705  0.5
-106.445  1.45813  3.752441  0.5
-107.422  1.45813  3.607178  0.5
-108.398  1.45874  3.461914  0.5
-109.375  1.45874  3.31604  0.5
-110.352  1.45874  3.170776  0.5
-111.328  1.45874  3.025513  0.5
-112.305  1.45874  2.880249  0.5
-113.281  1.45874  2.744141  0.5
-114.258  1.45813  2.598877  0.5
-115.234  1.45813  2.454224  0.5
-116.211  1.45813  2.30835  0.5
-117.188  1.45813  2.163086  0.5
-118.164  1.45813  2.017822  0.5
-119.141  1.45813  1.872559  0.5
-120.117  1.45813  1.727905  0.5
-121.094  1.45874  1.582031  0.5
-122.07  1.45813  1.437378  0.5
-123.047  1.45874  1.30127  0.5
-124.023  1.45874  1.156006  0.5
-125  1.45813  1.010742  0.5
-125.977  1.45813  0.865479  0.5
-126.953  1.45813  0.720825  0.5
-127.93  1.45813  0.575562  0.5
-128.906  1.45874  0.430908  0.5
-129.883  1.45874  0.285645  0.5
-130.859  1.45874  0.140381  0.5
-131.836  1.45874  -0.004883  0.5
-132.813  1.45874  -0.140991  0.5
-133.789  1.45874  -0.286255  0.5
-134.766  1.45874  -0.430908  0.5
-135.742  1.45874  -0.576172  0.5
-136.719  1.45874  -0.722046  0.5
-137.695  1.45813  -0.866699  0.5
-138.672  1.45874  -1.011963  0.5
-139.648  1.45874  -1.157837  0.5
-140.625  1.45813  -1.303101  0.5
-141.602  1.45813  -1.447754  0.5
-142.578  1.45813  -1.583252  0.5
-143.555  1.45813  -1.728516  0.5
-144.531  1.45874  -1.873779  0.5
-145.508  1.45874  -2.018433  0.5
-146.484  1.45874  -2.163696  0.5
-147.461  1.45874  -2.30896  0.5
-148.438  1.45874  -2.453613  0.5
-149.414  1.45874  -2.598877  0.5
-150.391  -1.473999  -2.557983  -0.5
-151.367  -1.472168  -2.411499  -0.5
-152.344  -1.472168  -2.27417  -0.5
-153.32  -1.472778  -2.127075  -0.5
-154.297  -1.472778  -1.980591  -0.5
-155.273  -1.472778  -1.833496  -0.5
-156.25  -1.472778  -1.687622  -0.5
-157.227  -1.472778  -1.540527  -0.5
-158.203  -1.473389  -1.394043  -0.5
-159.18  -1.473389  -1.246948  -0.5
-160.156  -1.473389  -1.100464  -0.5
-161.133  -1.473389  -0.953369  -0.5
-162.109  -1.473389  -0.81665  -0.5
-163.086  -1.473389  -0.670166  -0.5
-164.063  -1.473389  -0.523682  -0.5
-165.039  -1.473389  -0.376587  -0.5
-166.016  -1.472778  -0.230103  -0.5
-166.992  -1.473389  -0.083618  -0.5
-167.969  -1.473389  0.063477  -0.5
-168.945  -1.473389  0.209961  -0.5
-169.922  -1.472778  0.356445  -0.5
-170.898  -1.472778  0.50293  -0.5
-171.875  -1.472778  0.639648  -0.5
-172.852  -1.472778  0.786743  -0.5
-173.828  -1.472778  0.933228  -0.5
-174.805  -1.473389  1.079712  -0.5
-175.781  -1.472778  1.226196  -0.5
-176.758  -1.472778  1.372681  -0.5
-177.734  -1.473389  1.519775  -0.5
-178.711  -1.473389  1.665649  -0.5
-179.688  -1.47522  1.812134  -0.5
-180.664  -1.47522  1.959229  -0.5
-181.641  -1.47522  2.105713  -0.5
-182.617  -1.47522  2.243042  -0.5
-183.594  -1.47522  2.390137  -0.5
-184.57  -1.474609  2.536621  -0.5
-185.547  -1.474609  2.683716  -0.5
-186.523  -1.474609  2.8302  -0.5
-187.5  -1.474609  2.977295  -0.5
-188.477  -1.474609  3.123779  -0.5
-189.453  -1.473999  3.270874  -0.5
-190.43  -1.474609  3.417358  -0.5
-191.406  -1.474609  3.564453  -0.5
-192.383  -1.474609  3.701172  -0.5
-193.359  -1.473999  3.848267  -0.5
